Janitor 40 Male Married $44089
Teacher Married Male 34 $52178
$49795 Zoologist Single Male 37
Male $224149 Married 53 Model
Retiree 74 Male $9748 Single
Married Male $9092 Retiree 91
22 Male Plumber $6323 Divorced
Single 13 $0 Female Student
61 Pilot Male $284887 Married
$10599 Married Retiree 80 Female
50 Married Waiter $34616 Male
$388297 Male 42 Designer Single
Unemployed 3 Male $0 Single
Male $0 Single Student 22
Male Single $4131 Retiree 92
66 $5714 Retiree Widowed Male
18 Student $0 Single Female
Mechanic $19437 Female 64 Married
Female Single Janitor $35887 62
Widowed $50628 Female 27 Researcher
Married $13606 Male 59 Clerk
Married $87196 Female Driver 61
Female $8055 98 Retiree Married
Married 94 Male $6861 Retiree
63 Male Widowed Soldier $58668
Married 39 Doctor Male $422085
$300 Single Male Student 9
Retiree 74 Married $5042 Male
29 Male $75890 Married Firefighter
$80041 44 Female Single Carpenter
Student Single Male $0 14
Female $4630 84 Married Retiree
$7197 84 Divorced Male Retiree
$4234 76 Male Retiree Married
Female Retiree 65 $9286 Divorced
$7547 Male Married 78 Retiree
Married 69 Male Retiree $9592
Female 28 Pilot Married $416029
Retiree $7779 Female 66 Single
$4890 Retiree Single Male 89
Student 15 $0 Male Single
Married Female 24 $0 Student
Male Retiree Single 83 $11552
Married $5864 84 Female Retiree
Policeman Single 29 Male $114700
Retiree Single Male $7897 85
97 Male $8661 Married Retiree
Single $361468 Female Doctor 39
Female $41716 Married Librarian 64
Male Single 16 Student $0
Male 98 $11815 Married Retiree
$8464 Married Retiree Female 67
Designer 64 Single $442192 Male
Male 27 Nurse $69249 Single
$4041 Female Retiree 99 Married
Divorced Female $41556 51 Firefighter
Widowed Female 58 $13986 Nanny
$250712 Married Male 32 Surgeon
Female Retiree Single $5691 93
Female 96 Retiree $10326 Single
Female Widowed $111559 45 Zoologist
$43290 57 Divorced Male Clerk
Single Veterinarian Female $76879 51
88 Female Retiree $7068 Married
Retiree $11985 Male Married 99
5 Unemployed $0 Female Single
Married 69 Female Retiree $8026
$406209 Married 52 Author Male
67 Retiree Male Married $4076
Widowed 27 Female Chef $427587
Male 56 $35620 Cashier Married
Female Married 99 Businessman $442729
Nurse Female $83386 27 Married
11 Single Female Student $0
Female 38 Zoologist $56103 Single
$147234 Businessman 100 Married Male
12 Single $0 Student Male
Retiree Divorced $10201 Female 73
Married 91 $7879 Retiree Female
$253738 38 Male Divorced Psychiatrist
$170146 29 Married Surgeon Female
$0 Single Student 9 Male
$10600 Married Retiree Female 83
$335445 Married 49 Female Accountant
$0 Single 2 Unemployed Male
Male Married Soldier 34 $78109
Clerk 19 Single $8303 Male
56 Nurse Married Male $54105
$30643 63 Waiter Female Married
Retiree Widowed 98 Male $7037
5 Single Female Unemployed $0
Male $57663 55 Widowed Zoologist
Male Chef $212228 61 Married
Cashier Male 61 $31583 Widowed
5 $0 Female Unemployed Single
Male 50 Single $372244 Professor
67 Married Male Retiree $4289
63 $76319 Female Veterinarian Married
30 Teacher $99851 Married Female
Businessman Widowed Female 51 $421409
51 Judge Married Male $164989
Student 15 Single $0 Male
Student Single 6 $0 Female
$354657 Surgeon Male Married 50
Single Female Unemployed 4 $0
Female 69 Divorced Retiree $6117
Student $0 Male 17 Single
$428051 Businessman Married 80 Male
Author Female $138594 Single 62
Male Retiree Married $7323 81
Male $6512 Married 68 Retiree
Retiree Married $6281 Female 67
52 $322795 Accountant Male Single
Single $4080 Female 67 Retiree
Widowed $7930 Male 79 Retiree
73 Divorced Retiree $6548 Male
74 Female Married Retiree $6601
24 Female Student Single $6880
$8597 67 Retiree Female Single
68 Male $4180 Widowed Retiree
Dentist 53 Married $66704 Male
Married Retiree Male $9997 95
33 Chemist Divorced Male $115543
99 $10532 Male Married Retiree
17 Single Female Student $0
Female $119307 Single Veterinarian 62
Married Female 85 Retiree $11462
52 Widowed Author Male $120826
Retiree $5036 78 Male Married
$9874 Male 91 Retiree Married
Retiree Female $7539 Married 65
Single Student $0 24 Female
Female $0 Student 13 Single
Nurse Married 29 $65197 Other
Male Retiree 90 Married $11090
Single 14 Student $0 Male
$10110 Male Married Retiree 67
$10129 Retiree Female 84 Widowed
Married 99 Retiree Female $6730
27 Female $188775 Accountant Divorced
Married Female $381741 26 Judge
Professor 28 $274600 Female Divorced
Married $5755 Female Retiree 67
86 Retiree Female $11875 Married
Single Other 1 $0 Unemployed
Single Student Female $0 14
Female $9591 78 Married Retiree
Zoologist Male 29 $50374 Married
Male Zoologist $100356 58 Married
Male Married $177128 47 Professor
$9792 Married Male 82 Retiree
$78995 Female Policeman Married 27
$263667 Male Carpenter 58 Widowed
$4438 Retiree Female 66 Married
Male Single Student 24 $3510
$10907 Retiree Married Female 100
Widowed Female $66029 Model 63
Married 100 Retiree Female $9420
38 Male $61751 Veterinarian Married
Married 37 Mechanic Female $47126
$138741 Married 92 Female Businessman
Widowed $4086 Retiree 95 Male
Male 83 $11529 Married Retiree
$0 Female 1 Unemployed Single
$82501 Male Veterinarian 27 Married
Unemployed $0 Female Single 5
$4279 Student Female 19 Single
Single 5 Male $0 Unemployed
Female Married $4400 66 Retiree
Librarian Married 51 $29752 Male
Married Male Retiree 93 $6681
Male $84734 Firefighter 37 Married
Married $8640 Retiree 84 Male
Single Other 87 Retiree $9695
Married $283908 44 Male Architect
5 Single $0 Unemployed Female
Married Accountant $302446 Female 47
Female Programmer $65738 28 Married
Retiree Divorced Female $9790 87
Single Unemployed Male $0 5
Divorced $107078 39 Banker Male
Male Married Photographer 62 $296243
$259694 Female Married Chef 36
$438796 Doctor Male Married 48
Student Single 10 Female $0
85 Female $5208 Single Retiree
Married $426928 Businessman 80 Male
Cashier $6596 23 Married Female
Researcher Female Married $40531 51
Student $6808 Married 24 Female
31 Artist $215793 Female Single
Single Male Student 16 $0
1 Unemployed Single Female $0
Married Female 68 $8404 Retiree
Married 53 $397431 Female Photographer
Female $119321 Dentist 64 Married
$137406 Designer Female 41 Divorced
$11788 Married 92 Male Retiree
Female 71 Retiree $11706 Married
$8778 Male Widowed 77 Retiree
Married 96 $5822 Female Retiree
59 Female $365853 Married Psychiatrist
$80939 Programmer 62 Married Female
Female Married 63 $64698 Teacher
$226490 Banker Female 47 Single
7 Female $0 Student Single
Barista Female $53695 Single 31
Retiree 73 Married $5779 Female
$317108 Businessman 85 Married Female
$98461 Single Researcher Male 51
Secretary Male $42521 28 Married
Widowed 52 $65571 Male Researcher
Married 74 Retiree $7583 Male
$63963 Chemist Widowed 30 Male
Retiree 73 Married Male $7349
26 Policeman Married $51467 Female
Retiree Male Single 99 $9810
$161090 49 Female Single Judge
Barista Male $38915 Single 36
$7483 Female Retiree 93 Single
$176234 Female Married 64 Architect
Male Single Student 13 $0
Single Male $0 11 Student
$147865 Married 64 Male Psychiatrist
Student Single Female $0 17
$5809 81 Married Female Retiree
12 Student $0 Male Single
Single $55216 52 Cashier Female
85 Married Female Businessman $145002
Divorced Banker Female 45 $206959
Single $0 7 Student Female
$0 11 Single Student Female
33 Secretary Male $71469 Widowed
Female Married Retiree 74 $5726
$260353 Married Male Architect 59
Retiree 91 Female Married $4398
44 Veterinarian Married $69859 Female
Student Male $5333 23 Single
97 $4621 Retiree Female Widowed
Female Married $11019 Retiree 98
Female 24 $4837 Single Student
24 Student $4416 Divorced Other
$390747 Architect Female Single 47
Female 56 $51945 Divorced Secretary
$7404 Male Married Retiree 70
Married Female Retiree $6612 76
$168390 Male 34 Photographer Married
65 $9648 Married Retiree Female
Female $396030 Artist 56 Widowed
15 Student Male Single $0
Retiree Female 96 $10486 Married
Female 98 Retiree $10943 Married
$11598 Male Married Retiree 88
$2301 Female Student Single 17
21 $0 Female Single Student
Designer 44 Other Single $298499
Author $353599 28 Female Married
$87906 Male Widowed Programmer 64
Male 84 Married $5212 Retiree
Retiree $7712 Married 85 Male
Male Businessman 69 Married $376404
Janitor Married Male $33949 51
$7216 Single Cashier 19 Male
81 Businessman Male Married $434441
Male Businessman 56 $223175 Single
49 Architect Female Married $191550
Student $0 Female Single 21
Psychiatrist Female $287093 Married 60
Married Retiree 91 Female $7071
Female $10838 69 Retiree Married
Businessman Male 86 $152893 Married
Carpenter Female $62253 Single 35
Male $6353 84 Retiree Married
Female $5760 Divorced 99 Retiree
41 $21867 Married Male Mechanic
$38604 34 Clerk Married Female
Retiree 84 Female Widowed $7356
Single 24 Student $0 Male
43 Bookeeper Married $52068 Male
15 Male Single $0 Student
Single 43 $85184 Male Zoologist
Male Judge 46 $368613 Divorced
Researcher Married Other $81745 43
Retiree Married $8570 67 Female
Married $67163 60 Nurse Male
Married Male $47326 51 Dentist
30 Married Male $136864 Lawyer
97 $6781 Male Retiree Widowed
83 Female Widowed $6810 Retiree
Divorced 93 Retiree Female $7106
Single Female $0 Unemployed 2
Retiree $7811 Male 94 Married
$0 Single 10 Student Male
Female $49300 32 Single Clerk
Married $5526 80 Retiree Male
$77983 45 Male Nurse Married
Unemployed 5 Single $0 Male
Female Student Single $0 15
$11958 Married Female Retiree 94
84 Female $8519 Widowed Retiree
Married 59 $77651 Female Programmer
Divorced 84 Female Retiree $10829
$4201 Married 89 Retiree Female
Male Single 12 Student $0
Female 59 $59634 Single Nanny
54 $338308 Surgeon Widowed Male
Professor 41 Married $111517 Female
Male 20 Single Student $0
10 Single Student $0 Female
Salesman Married Male 47 $75902
Unemployed 5 $0 Single Male
$6843 Female 22 Divorced Mechanic
$0 2 Unemployed Male Single
$0 Female Unemployed 3 Single
32 Bookeeper $41739 Married Male
Other 7 Student Single $300
Single Female Retiree 69 $11081
Researcher Single 59 Male $52566
Female Driver 24 Single $6217
Student $526 15 Male Single
Female Married $113550 Veterinarian 64
Student Single $0 9 Female
Student 23 Married Female $0
Married $19592 Female Nanny 47
Single Male Cashier $6163 23
Businessman $293626 Female 96 Married
$24569 25 Plumber Female Widowed
$34781 Single Bookeeper Male 34
86 Male Retiree Married $7572
Single $0 1 Female Unemployed
Female 12 Student $0 Single
Other 6 Student Single $0
$10507 Female Retiree 81 Married
Chef Single 50 $273503 Male
$8237 Widowed Janitor 22 Male
$6616 Student 22 Male Single
Florist Male 22 $7986 Married
Student 6 Male Single $100
$4861 Single Retiree 91 Female
$117124 Policeman Single Male 27
$10498 96 Single Retiree Female
71 Retiree Female $8171 Married
Student $0 Female 12 Single
63 Surgeon Single Female $395678
65 Married Retiree Female $7693
Professor $142142 Other 62 Married
71 Married $9602 Female Retiree
Married $8087 Retiree 97 Male
68 Single Male Retiree $8686
86 Retiree Married $11852 Male
Male 6 $0 Student Single
Male Divorced $4699 Retiree 99
Single Retiree 96 $7205 Female
$373216 Male Architect Married 50
63 Florist Married $37155 Male
Retiree $10135 Married Female 67
Soldier Female Married 47 $62389
36 Female Divorced Florist $37599
Male 54 Single Botanist $61191
$8696 75 Married Female Retiree
Widowed 91 $11519 Male Retiree
$337251 Chef 49 Single Male
Widowed 87 Retiree $10748 Male
Married Pilot $376965 Male 59
Student Male $0 Married 19
Student $0 Male 11 Single
$10660 Female 86 Retiree Single
$58736 Researcher Male Single 25
$14059 39 Married Female Author
Female $48463 Married 58 Policeman
$10505 Retiree 89 Male Married
Teacher 48 Married $75455 Female
Married Researcher $102801 Female 57
Female 93 $4709 Married Retiree
68 Single Retiree $8573 Male
Married 54 Policeman Male $60651
9 Single $500 Student Female
85 Male Retiree $9995 Widowed
Male Judge $434899 Married 64
Female 20 $4935 Student Single
Retiree 71 Single Male $7686
7 Student Male $0 Single
45 Judge Married $204326 Female
Mechanic 61 Female $28427 Single
$13554 Female 41 Florist Single
15 Student $0 Single Male
$10550 Married 79 Retiree Other
Widowed 26 Accountant $136932 Female
Retiree $7223 Widowed Female 86
69 Retiree Female $7712 Married
64 Firefighter Divorced $100311 Female
Female Married 60 $264881 Surgeon
Married Female Retiree 84 $4366
Male Retiree 79 $7022 Married
Widowed $8200 76 Female Retiree
$9170 Female 80 Single Retiree
Male $0 Married Student 18
Unemployed Male 1 $0 Single
Married 87 Retiree Female $4721
Male $413248 41 Married Actor
Secretary 58 $116066 Married Female
84 Retiree Married Female $5629
Female $111612 61 Chemist Single
Married 90 Retiree Male $10558
Single 10 $0 Male Student
Policeman $62342 45 Male Single
Single 94 Retiree $6805 Female
Actor 34 $120898 Divorced Female
Married $9089 73 Retiree Female
87 $11969 Retiree Married Male
76 Single Retiree $9226 Female
Married $5364 84 Female Retiree
24 Student Single Male $6301
Male Married Retiree 91 $5615
Female Single Student 8 $0
15 Student $0 Female Single
58 Male Secretary $85830 Single
Policeman Female Married $83931 30
Female 59 Divorced Professor $185470
$500 Student Female Single 10
Florist Single 24 Male $11038
$105763 95 Married Businessman Male
Clerk Female Single $8408 20
Waiter Female Single $10360 24
$0 Student Male Single 18
$7361 Retiree Divorced 81 Female
Female 47 $432312 Married Lawyer
Professor $415503 Female Married 25
53 Chef Male Widowed $96998
$7049 Female 93 Married Retiree
$8793 Female 87 Retiree Married
$145622 Businessman 71 Single Male
Female 51 $339363 Designer Married
Female $0 Student 8 Single
Female $6222 Plumber 22 Single
Retiree 75 $9165 Female Married
Male Accountant 47 Widowed $272217
40 $162971 Married Male Lawyer
Retiree Married 71 Male $7451
Married $0 19 Student Female
Retiree $7158 Male Single 95
Female 30 Firefighter $46865 Married
Married $109738 27 Female Doctor
Male Pilot Married $223490 55
Retiree Male Married 88 $11663
Married $68613 61 Secretary Female
$500 9 Female Student Single
Widowed 71 Retiree $7357 Female
Female Single 44 Policeman $53167
$9387 98 Female Retiree Widowed
Actor $422101 Male 34 Widowed
$5823 Retiree 85 Married Male
54 Divorced Female Teacher $97678
Divorced 45 $154093 Businessman Male
Student Female 11 Single $0
Male 22 $0 Single Student
87 Married $7201 Retiree Female
Married 77 $9995 Retiree Male
40 Married $39574 Male Cashier
Male Married 27 $256777 Model
Single $0 Male 15 Student
$118728 30 Male Zoologist Married
Single 25 Nurse $49182 Male
Zoologist 54 Female $118357 Married
Retiree 82 Male $7256 Single
Female Retiree Single 86 $11776
76 $9443 Male Single Retiree
$0 Student 17 Male Single
Male Single $274052 54 Author
Widowed 86 Female $6257 Retiree
Single Female 18 Student $3368
92 Single Retiree $4644 Female
Female Retiree 99 $11214 Married
Retiree 76 Male $9462 Married
$0 Single 3 Female Unemployed
Professor 32 Male $170881 Married
$9492 68 Female Married Retiree
$167227 Chef Male Single 59
Male Student Single 10 $0
54 Married Accountant $443004 Male
$345985 Banker 54 Male Single
92 $11340 Retiree Female Married
7 Male Single Student $0
Single 77 $6390 Female Retiree
Male Architect $435020 Married 40
Retiree Single 70 $7764 Male
Retiree Female 92 Married $11006
Male 41 Married $90568 Policeman
60 $43834 Female Cashier Married
$100 10 Single Female Student
Male Barista Single $24333 51
Male Retiree $10137 76 Married
Dentist Female $59990 48 Married
$419411 Married 59 Female Judge
9 Student Female Single $0
Male 67 $9057 Married Retiree
Retiree 96 Female $6029 Married
Teacher $50892 Single 52 Male
94 $8844 Married Retiree Male
Divorced Retiree Male 72 $8176
Zoologist 53 Married Female $68101
$7816 Male 70 Retiree Divorced
$7115 Retiree Female 82 Widowed
